productTypeID,typeName,typeID,groupID
35830,X-Large Laboratory,35830,1405
35835,Athanor,35835,1406
20593,'Balefire' Rocket Launcher,20593,507
35837,Custom gate 1,35837,1408
35838,Medium Observatory Array,35838,1407
85693,Glorified Exigent Sentry Drone Projection Mutaplasmid,85693,1964
20597,'Pickaxe' Rapid Light Missile Launcher,20597,511
85698,Glorified Radical Fighter Support Unit Mutaplasmid,85698,1964
85677,Glorified Exigent Light Drone Projection Mutaplasmid,85677,1964
85679,Glorified Exigent Medium Drone Durability Mutaplasmid,85679,1964
20601,'Noose' Cruise Missile Launcher,20601,506
85680,Glorified Exigent Medium Drone Navigation Mutaplasmid,85680,1964
85682,Glorified Exigent Medium Drone Projection Mutaplasmid,85682,1964
85688,Glorified Exigent Heavy Drone Firepower Mutaplasmid,85688,1964
20607,'High Noon' Thermal Shield Amplifier,20607,295
20609,'Cactus' Modified Kinetic Shield Amplifier,20609,295
20611,'Prospector' EM Shield Amplifier,20611,295
35920,Structure Security Force Array,35920,1325
20613,'Glycerine' Shield Boost Amplifier,20613,338
35916,Structure Sovereignty Unit,35916,1325
35917,Structure Security Status Claim Unit,35917,1325
35918,Structure Agent Distribution Unit,35918,1325
20617,Small 'Settler' Shield Booster,20617,40
35930,Structure Armored Targeted Link,35930,1717
20619,Medium 'Lone Ranger' Shield Booster,20619,40
35932,Structure Siege Targeted Link,35932,1717
35933,Structure Skirmish Targeted Link,35933,1717
35934,Structure Mining Targeted Link,35934,1717
35923,Standup Guided Bomb Launcher I,35923,1328
47326,Standup Guided Bomb Launcher II Blueprint,47326,1707
20625,Small 'Wolf' Shield Extender,20625,38
20627,Small 'Trapper' Shield Extender,20627,38
20631,Large 'Sheriff' Shield Extender,20631,38
4248,Warp Disruption Field Generator II,4248,899
20633,'Nugget' Kinetic Shield Hardener,20633,77
4250,Small Tractor Beam II,4250,650
20635,'Desert Heat' Thermal Shield Hardener,20635,77
4252,Capital Tractor Beam II,4252,650
20637,'Posse' Multispectrum Shield Hardener,20637,77
4254,Micro Auxiliary Power Core II,4254,339
20639,'Poacher' EM Shield Hardener,20639,77
4256,Bomb Launcher II,4256,862
35897,Structure Customs Office,35897,1717
85084,Small Breacher Pod Launcher,85084,4807
35963,Standup Co-Processor Array I,35963,1430
47345,Standup Co-Processor Array II Blueprint,47345,1707
4260,Expanded Probe Launcher II,4260,481
35928,Standup Arcing Vorton Projector I,35928,1333
35904,Structure Planetoid Drilling,35904,1717
35899,Standup Reprocessing Facility I,35899,1322
35900,Structure Compression Plant,35900,1717
45009,Standup Moon Drill I,45009,1887
4266,Armored Warfare Link - Rapid Repair II,4266,316
4268,Information Warfare Link - Electronic Superiority II,4268,316
35966,Standup Fighter Damage Amplifier I,35966,1717
4270,Information Warfare Link - Recon Operation II,4270,316
35967,Standup Fighter Tracking Enhancer I,35967,1717
4272,Information Warfare Link - Sensor Integrity II,4272,316
35951,Structure ECCM Projector,35951,1717
4274,Mining Foreman Link - Harvester Capacitor Efficiency II,4274,316
35925,Standup Heavy Energy Neutralizer I,35925,1329
47333,Standup Heavy Energy Neutralizer II Blueprint,47333,1707
35962,Standup Missile Guidance Enhancer I,35962,1429
47341,Standup Missile Guidance Enhancer II Blueprint,47341,1707
35957,Structure Missile Guidance Computer,35957,1717
35921,Standup Anticapital Missile Launcher I,35921,1327
47324,Standup Anticapital Missile Launcher II Blueprint,47324,1707
35922,Standup Multirole Missile Launcher I,35922,1562
47322,Standup Multirole Missile Launcher II Blueprint,47322,1707
35905,Structure Local Communications Array,35905,1323
35906,Structure Stellar Mapping Array,35906,1323
4282,Siege Warfare Link - Shield Efficiency II,4282,316
35908,Structure Scanner Array,35908,1323
35909,Structure Listening Post,35909,1323
35910,Structure Cloak Pinpoint Array,35910,1323
4286,Skirmish Warfare Link - Evasive Maneuvers II,4286,316
4288,Skirmish Warfare Link - Interdiction Maneuvers II,4288,316
35911,Structure Cynosural Jammer,35911,1323
4290,Skirmish Warfare Link - Rapid Deployment II,4290,316
35965,Standup Reactor Control Unit I,35965,1430
47346,Standup Reactor Control Unit II Blueprint,47346,1707
35935,Structure Remote Armor Repairer,35935,1717
35929,Structure Remote Capacitor Transmitter,35929,1717
35936,Structure Remote Hull Repairer,35936,1717
35954,Structure Remote Missile Guidance Computer,35954,1717
35952,Structure Remote Sensor Booster,35952,1717
35941,Standup Remote Sensor Dampener I,35941,1719
47369,Standup Remote Sensor Dampener II Blueprint,47369,1707
35937,Structure Remote Shield Booster,35937,1717
35955,Structure Remote Tracking Computer,35955,1717
35888,Structure Datacore Field Research,35888,1416
35889,Structure Time Efficiency Laboratory,35889,1416
4302,Oracle,4302,1201
4306,Naga,4306,1201
4308,Talos,4308,1201
4310,Tornado,4310,1201
35943,Standup Stasis Webifier I,35943,1441
47350,Standup Stasis Webifier II Blueprint,47350,1707
4312,Oxygen Fuel Block,4312,1136
4051,Nitrogen Fuel Block,4051,1136
4247,Helium Fuel Block,4247,1136
4246,Hydrogen Fuel Block,4246,1136
35927,Standup CSP Tractor Beam I,35927,1717
20701,Capital Armor Repairer I,20701,62
41616,Capital Armor Repairer II Blueprint,41616,142
35949,Standup Focused Warp Disruptor I,35949,1442
47335,Standup Focused Warp Disruptor II Blueprint,47335,1707
20703,Capital Shield Booster I,20703,40
41634,Capital Shield Booster II Blueprint,41634,120
4363,Miasmos Quafe Ultra Edition,4363,28
37141,Structure Ad Post,37141,1326
37142,Structure Billboard,37142,1326
4383,Large Micro Jump Drive,4383,1189
4386,Mobile Large Jump Disruptor I,4386,1149
4388,Miasmos Quafe Ultramarine Edition,4388,28
4391,Large Ancillary Shield Booster,4391,1156
4393,Drone Damage Amplifier I,4393,645
4406,Drone Damage Amplifier II Blueprint,4406,1152
4395,Medium Processor Overclocking Unit I,4395,781
4400,Medium Processor Overclocking Unit II Blueprint,4400,787
4397,Large Processor Overclocking Unit I,4397,781
4402,Large Processor Overclocking Unit II Blueprint,4402,787
4399,Medium Processor Overclocking Unit II,4399,781
4401,Large Processor Overclocking Unit II,4401,781
4403,Reactive Armor Hardener,4403,1150
4405,Drone Damage Amplifier II,4405,645
4407,Shield Booster Fuel Allocation Script,4407,1153
4409,Signature Radius Suppressor I,4409,1154
41566,Capital Inductive Compact Remote Capacitor Transmitter,41566,67
37311,Medium Tech I Small Ship Manufacturing II Blueprint,37311,1708
37164,Standup L-Set Ammunition Manufacturing Efficiency I,37164,1851
37329,Standup L-Set Ammunition Manufacturing Efficiency II Blueprint,37329,1708
37178,Standup XL-Set Equipment and Consumable Manufacturing Efficiency I,37178,1867
37342,Standup XL-Set Equipment and Consumable Manufacturing Efficiency II Blueprint,37342,1708
37314,Medium Tech I Medium Ship Manufacturing II Blueprint,37314,1708
37316,Medium Tech I Large Ship Manufacturing II Blueprint,37316,1708
37318,Medium Tech II Small Ship Manufacturing II Blueprint,37318,1708
37320,Medium Tech II Medium Ship Manufacturing II Blueprint,37320,1708
37322,Medium Tech II Large Ship Manufacturing II Blueprint,37322,1708
37324,Medium Drone Manufacturing II Blueprint,37324,1709
37326,Medium Consumable Manufacturing II Blueprint,37326,1709
37161,Standup M-Set Equipment Manufacturing Time Efficiency II,37161,1819
37328,Medium Module Manufacturing II Blueprint,37328,1708
37165,Standup L-Set Ammunition Manufacturing Efficiency II,37165,1851
37166,Standup L-Set Basic Large Ship Manufacturing Efficiency I,37166,1855
37331,Standup L-Set Basic Large Ship Manufacturing Efficiency II Blueprint,37331,1708
37167,Standup L-Set Basic Large Ship Manufacturing Efficiency II,37167,1855
37168,Standup L-Set Advanced Large Ship Manufacturing Efficiency I,37168,1858
37333,Standup L-Set Advanced Large Ship Manufacturing Efficiency II Blueprint,37333,1708
37169,Standup L-Set Advanced Large Ship Manufacturing Efficiency II,37169,1858
37170,Standup L-Set Equipment Manufacturing Efficiency I,37170,1850
37335,Standup L-Set Equipment Manufacturing Efficiency II Blueprint,37335,1708
37171,Standup L-Set Equipment Manufacturing Efficiency II,37171,1850
37174,Standup L-Set Advanced Component Manufacturing Efficiency I,37174,1860
37339,Standup L-Set Advanced Component Manufacturing Efficiency II Blueprint,37339,1708
37175,Standup L-Set Advanced Component Manufacturing Efficiency II,37175,1860
37176,Large Tech I Subsystem Manufacturing I,37176,1593
37341,Large Tech I Subsystem Manufacturing II Blueprint,37341,1709
37177,Large Tech I Subsystem Manufacturing II,37177,1593
37179,Standup XL-Set Equipment and Consumable Manufacturing Efficiency II,37179,1867
37180,Standup XL-Set Ship Manufacturing Efficiency I,37180,1868
37344,Standup XL-Set Ship Manufacturing Efficiency II Blueprint,37344,1708
37181,Standup XL-Set Ship Manufacturing Efficiency II,37181,1868
53711,High-grade Nirvana Beta,53711,300
53712,High-grade Nirvana Delta,53712,300
53713,High-grade Nirvana Epsilon,53713,300
37185,Medium Tech I Small Ship Research II,37185,1598
37186,Medium Tech I Medium Ship Research I,37186,1599
37350,Medium Tech I Medium Ship Research II Blueprint,37350,1708
37187,Medium Tech I Medium Ship Research II,37187,1599
37475,Medium Tech I Large Ship Research II,37475,1600
37190,Medium Drone Research I,37190,1601
37353,Medium Drone Research II Blueprint,37353,1708
37191,Medium Drone Research II,37191,1601
37192,Medium Consumable Research I,37192,1602
37355,Medium Consumable Research II Blueprint,37355,1708
37193,Medium Consumable Research II,37193,1602
37194,Medium Module Research I,37194,1603
37357,Medium Module Research II Blueprint,37357,1708
37195,Medium Module Research II,37195,1603
37196,"Large Module, Consumable, Drone Research I",37196,1604
37359,"Large Module, Consumable, Drone Research II Blueprint",37359,1708
37197,"Large Module, Consumable, Drone Research II",37197,1604
37198,Large Tech I Ship Research I,37198,1605
37361,Large Tech I Ship Research II Blueprint,37361,1708
37199,Large Tech I Ship Research II,37199,1605
37202,Large Tech II Component Research I,37202,1606
37365,Large Tech II Component Research II Blueprint,37365,1708
37203,Large Tech II Component Research II,37203,1606
37204,Large Tech I Capital Component Research I,37204,1607
37367,Large Tech I Capital Component Research II Blueprint,37367,1708
37205,Large Tech I Capital Component Research II,37205,1607
37206,Large Structure Component Research I,37206,1608
37369,Large Structure Component Research II Blueprint,37369,1708
37207,Large Structure Component Research II,37207,1608
37208,Large Tech I Subsystem Research I,37208,1609
37371,Large Tech I Subsystem Research II Blueprint,37371,1708
37209,Large Tech I Subsystem Research II,37209,1609
37210,X-Large Equipment Research I,37210,1610
37373,X-Large Equipment Research II Blueprint,37373,1708
37211,X-Large Equipment Research II,37211,1610
37212,X-Large Ship Research I,37212,1611
37375,X-Large Ship Research II Blueprint,37375,1708
37213,X-Large Ship Research II,37213,1611
43704,Standup XL-Set Structure and Component Manufacturing Efficiency I,43704,1869
37377,Standup XL-Set Structure and Component Manufacturing Efficiency II Blueprint,37377,1708
43705,Standup XL-Set Structure and Component Manufacturing Efficiency II,43705,1869
37216,Standup M-Set Missile Precision I,37216,1613
37379,Standup M-Set Missile Precision II Blueprint,37379,1708
37217,Standup M-Set Missile Precision II,37217,1613
37220,Standup M-Set Missile Projection I,37220,1614
37381,Standup M-Set Missile Projection II Blueprint,37381,1708
37221,Standup M-Set Missile Projection II,37221,1614
37218,Standup M-Set Energy Neutralizer Projection I,37218,1615
37383,Standup M-Set Energy Neutralizer Projection II Blueprint,37383,1708
37219,Standup M-Set Energy Neutralizer Projection II,37219,1615
37222,Standup M-Set Energy Neutralizer Economy I,37222,1616
37385,Standup M-Set Energy Neutralizer Economy II Blueprint,37385,1708
37223,Standup M-Set Energy Neutralizer Economy II,37223,1616
37224,Standup M-Set Fighter Survival I,37224,1617
37387,Standup M-Set Fighter Survival II Blueprint,37387,1709
37225,Standup M-Set Fighter Survival II,37225,1617
37226,Standup M-Set Fighter Navigation I,37226,1618
37389,Standup M-Set Fighter Navigation II Blueprint,37389,1709
37227,Standup M-Set Fighter Navigation II,37227,1618
37228,Standup M-Set Electronic Warfare Projection I,37228,1619
37391,Standup M-Set Electronic Warfare Projection II Blueprint,37391,1708
37229,Standup M-Set Electronic Warfare Projection II,37229,1619
37230,Standup M-Set Electronic Warfare Economy I,37230,1620
37393,Standup M-Set Electronic Warfare Economy II Blueprint,37393,1708
37231,Standup M-Set Electronic Warfare Economy II,37231,1620
37232,Standup M-Set Structure Target Multiplexing I,37232,1621
37395,Standup M-Set Structure Target Multiplexing II Blueprint,37395,1708
37233,Standup M-Set Structure Target Multiplexing II,37233,1621
37234,Standup M-Set Enhanced Targeting System I,37234,1622
37397,Standup M-Set Enhanced Targeting System II Blueprint,37397,1708
37235,Standup M-Set Enhanced Targeting System II,37235,1622
37399,Medium Office Number II Blueprint,37399,1709
37401,Standup M-Set Jump Clone Bays II Blueprint,37401,1709
37403,Medium Jump Clone Tax II Blueprint,37403,1709
21019,Capital Capacitor Battery,21019,873
37407,Medium Customs Office Tax Reduction II Blueprint,37407,1709
21023,Capital Shield Emitter,21023,873
21025,Capital Jump Drive,21025,873
37249,Standup L-Set Missile Flight Processor II,37249,1629
21027,Capital Cargo Bay,21027,873
37250,Standup L-Set Energy Neutralizer Feedback Control I,37250,1630
37414,Standup L-Set Energy Neutralizer Feedback Control II Blueprint,37414,1708
21029,Capital Drone Bay,21029,873
37252,Standup L-Set Fighter Mission Control I,37252,1631
37416,Standup L-Set Fighter Mission Control II Blueprint,37416,1709
37253,Standup L-Set Fighter Mission Control II,37253,1631
37254,Standup L-Set EW Command System I,37254,1632
37418,Standup L-Set EW Command System II Blueprint,37418,1708
37255,Standup L-Set EW Command System II,37255,1632
37256,Standup L-Set Bomb Aimer I,37256,1633
37420,Standup L-Set Bomb Aimer II Blueprint,37420,1708
21035,Capital Computer System,21035,873
37258,Standup L-Set Point Defense Battery Control I,37258,1634
37422,Standup L-Set Point Defense Battery Control II Blueprint,37422,1708
21037,Capital Construction Parts,21037,873
37260,Standup L-Set Target Acquisition Array I,37260,1635
37424,Standup L-Set Target Acquisition Array II Blueprint,37424,1708
37261,Standup L-Set Target Acquisition Array II,37261,1635
37426,"Large Office, Jump Clone Number and Tax II Blueprint",37426,1709
37428,"Large Planetary Industry, Customs Office Tax Reduction II Blueprint",37428,1709
37430,Large Market and Loyalty Point Store Tax II Blueprint,37430,1709
37268,Standup XL-Set Missile Fire Control Computer I,37268,1639
37432,Standup XL-Set Missile Fire Control Computer II Blueprint,37432,1708
37269,Standup XL-Set Missile Fire Control Computer II,37269,1639
37270,Standup XL-Set Integrated Fighter and PD Network I,37270,1640
37434,Standup XL-Set Integrated Fighter and PD Network II Blueprint,37434,1709
37271,Standup XL-Set Integrated Fighter and PD Network II,37271,1640
37272,Standup XL-Set EW and Emissions Co-ordinator I,37272,1641
37436,Standup XL-Set EW and Emissions Co-ordinator II Blueprint,37436,1708
37273,Standup XL-Set EW and Emissions Co-ordinator II,37273,1641
37274,Standup XL-Set Extinction Level Weapons Suite I,37274,1642
37438,Standup XL-Set Extinction Level Weapons Suite II Blueprint,37438,1708
37275,Standup XL-Set Extinction Level Weapons Suite II,37275,1642
21054,Crude Sculpture,21054,526
37442,"X-Large Office, Jump Clone, Planetary, Customs Office and Market Improvement II Blueprint",37442,1709
37280,OLD M-Set HS Materials Reclamation I,37280,1647
37444,OLD M-Set HS Materials Reclamation II Blueprint,37444,1709
37281,OLD M-Set HS Materials Reclamation II,37281,1647
37282,OLD L-Set Ore Grading Processor I,37282,1648
37446,OLD L-Set Ore Grading Processor II Blueprint,37446,1709
37283,OLD L-Set Ore Grading Processor II,37283,1648
37284,OLD XL-Set Reprocessing Monitor I,37284,1649
37448,OLD XL-Set Reprocessing Monitor II Blueprint,37448,1709
37285,OLD XL-Set Reprocessing Monitor II,37285,1649
37188,Medium Tech I Large Ship Research I,37188,1600
37351,Medium Tech I Large Ship Research II Blueprint,37351,1708
53853,Low-grade Nirvana Alpha,53853,300
53854,Low-grade Nirvana Beta,53854,300
53856,Low-grade Nirvana Delta,53856,300
53857,Low-grade Nirvana Epsilon,53857,300
53855,Low-grade Nirvana Gamma,53855,300
53839,Low-grade Nirvana Omega,53839,300
21097,Goru's Shuttle,21097,31
33553,Stratios Emergency Responder,33553,26
33555,Mid-grade Ascendancy Alpha,33555,300
41067,True Sansha Quad Mega Pulse Laser,41067,53
33557,Mid-grade Ascendancy Beta,33557,300
53890,High-grade Savior Alpha,53890,300
53891,High-grade Savior Beta,53891,300
53892,High-grade Savior Gamma,53892,300
53893,High-grade Savior Delta,53893,300
53894,High-grade Savior Epsilon,53894,300
53895,High-grade Savior Omega,53895,300
53896,Mid-grade Savior Alpha,53896,300
53897,Mid-grade Savior Beta,53897,300
53898,Mid-grade Savior Gamma,53898,300
53899,Mid-grade Savior Delta,53899,300
53900,Mid-grade Savior Epsilon,53900,300
53901,Mid-grade Savior Omega,53901,300
53902,Low-grade Savior Alpha,53902,300
53903,Low-grade Savior Beta,53903,300
53904,Low-grade Savior Gamma,53904,300
37535,Upwell Simple Advertisement Center,37535,1410
37536,Upwell Advanced Advertisement Center,37536,1410
53907,Low-grade Savior Omega,53907,300
30832,Relic Analyzer II,30832,538
30834,Data Analyzer II,30834,538
30836,Salvager II,30836,1122
30839,Civilian Damage Control,30839,60
3534,CONCORD Capital Armor Repairer,3534,62
30842,InterBus Shuttle,30842,31
53985,Noise-15 'Needlejack' Filament,53985,4041
53986,Signal-15 'Needlejack' Filament,53986,4041
53987,Noise-25 'Needlejack' Filament,53987,4041
53983,Signal-25 'Needlejack' Filament,53983,4041
37482,Stork,37482,1534
37481,Pontifex,37481,1534
37483,Magus,37483,1534
37480,Bifrost,37480,1534
37479,Micro Jump Field Generator,37479,1533
41467,Dark Blood Capital Remote Armor Repairer,41467,325
52694,Industrial Cynosural Field Generator,52694,658
47118,Standup Tyrfing I,47118,4779
47240,Standup Tyrfing II Blueprint,47240,1145
33581,Small Mobile 'Hybrid' Siphon Unit,33581,1247
47038,Standup Mantis I,47038,4779
47239,Standup Mantis II Blueprint,47239,1145
47121,Standup Cyclops II,47121,4779
48614,Expired Standard 'Brainfreeze' Cerebral Accelerator,48614,303
47119,Standup Malleus II,47119,4779
47120,Standup Mantis II,47120,4779
48616,Expired Extended 'Brainfreeze' Cerebral Accelerator,48616,303
47122,Standup Tyrfing II,47122,4779
49790,ML-EKP 'Polybolos' Ballistic Control System,49790,367
47124,Standup Ametat I,47124,4779
47242,Standup Ametat II Blueprint,47242,1145
33587,Mobile Decoy Unit,33587,1274
49792,Frostline 'Omnivore' Harvester Upgrade,49792,546
33589,Mobile Scan Inhibitor,33589,1275
33591,Mobile Micro Jump Unit,33591,1276
21334,Guristas Antimatter Charge S,21334,85
33595,Defunct Caldari Encounter Surveillance System,33595,1273
37291,Triple Neutron Blaster Cannon I,37291,74
41090,Triple Neutron Blaster Cannon II Blueprint,41090,154
33608,Defunct Gallente Encounter Surveillance System,33608,1273
33610,Defunct Minmatar Encounter Surveillance System,33610,1273
37821,Standup Gravimetric ECM Script,37821,1549
37822,Standup Ladar ECM Script,37822,1549
37823,Standup Magnetometric ECM Script,37823,1549
37824,Standup Radar ECM Script,37824,1549
37827,Structure EM Hardener Script,37827,1559
37826,Structure Explosive Hardener Script,37826,1559
37828,Structure Kinetic Resistance Script,37828,1559
37829,Structure Thermal Resistance Script,37829,1559
37843,Standup Super-heavy Torpedo,37843,1546
37844,Standup XL Cruise Missile,37844,1546
37845,Standup AXL-SR Missile,37845,1546
21470,1MN Analog Booster Afterburner,21470,46
37847,Standup Heavy Missile,37847,1547
21472,10MN Analog Booster Afterburner,21472,46
37849,Standup Heavy Guided Bomb,37849,1548
21474,100MN Analog Booster Afterburner,21474,46
37851,Standup Void Guided Bomb,37851,1548
21476,5MN Digital Booster Microwarpdrive,21476,46
21478,50MN Digital Booster Microwarpdrive,21478,46
33448,Rapid Heavy Missile Launcher I,33448,1245
33451,Rapid Heavy Missile Launcher II Blueprint,33451,136
21482,Ballistic 'Purge' Targeting System I,21482,367
21484,'Full Duplex' Ballistic Control System,21484,367
21486,'Kindred' Gyrostabilizer,21486,59
21488,Monophonic Stabilization Actuator I,21488,59
21491,Synthetic Hull Conversion Overdrive Injector,21491,764
21493,Limited Expanded 'Archiver' Cargo,21493,765
21496,Synthetic Hull Conversion Reinforced Bulkheads,21496,78
21498,Synthetic Hull Conversion Inertial Stabilizers,21498,762
21500,Synthetic Hull Conversion Nanofiber Structure,21500,763
21504,Small 'Integrative' Hull Repair Unit,21504,63
21506,Medium 'Integrative' Hull Repair Unit,21506,63
21508,Large 'Integrative' Hull Repair Unit,21508,63
21510,'Interruptive' Warp Disruptor,21510,52
21512,'Delineative' Warp Scrambler,21512,52
21527,'Firewall' Signal Amplifier,21527,210
21527,'Firewall' Signal Amplifier,21527,210
25266,Gas Cloud Scoop I,25266,737
25813,Gas Cloud Scoop II Blueprint,25813,134
21527,'Firewall' Signal Amplifier,21527,210
21527,'Firewall' Signal Amplifier,21527,210
21527,'Firewall' Signal Amplifier,21527,210
21534,'Degenerative' Small Proton Smartbomb,21534,72
21536,'Dwindling' Medium Proton Smartbomb,21536,72
21538,'Regressive' Large Proton Smartbomb,21538,72
33450,Rapid Heavy Missile Launcher II,33450,1245
21542,N-1 Neon Type Rocket Bay,21542,507
50008,Expired Standard 'Ardour' Cerebral Accelerator,50008,303
21545,200mm Light 'Jolt' Autocannon I,21545,55
21547,250mm Light 'Jolt' Artillery I,21547,55
21549,280mm 'Jolt' Artillery I,21549,55
21551,425mm Medium 'Jolt' Autocannon I,21551,55
21553,650mm Medium 'Jolt' Artillery I,21553,55
21555,720mm 'Jolt' Artillery I,21555,55
50010,Expired Extended 'Ardour' Cerebral Accelerator,50010,303
21557,800mm Heavy 'Jolt' Repeating Cannon I,21557,55
21561,1400mm 'Jolt' Artillery I,21561,55
37963,Structure Resistance Switcher,37963,1717
21096,Cynosural Field Generator I,21096,658
41510,Domination Capital Shield Booster,41510,40
21628,Guristas Shuttle,21628,31
21638,Vespa II,21638,100
21640,Valkyrie II,21640,100
54392,High-grade Hydra Alpha,54392,300
54393,High-grade Hydra Beta,54393,300
54394,High-grade Hydra Gamma,54394,300
54395,High-grade Hydra Delta,54395,300
54396,High-grade Hydra Epsilon,54396,300
54397,High-grade Hydra Omega,54397,300
54398,Mid-grade Hydra Alpha,54398,300
54399,Mid-grade Hydra Beta,54399,300
54400,Mid-grade Hydra Gamma,54400,300
54401,Mid-grade Hydra Delta,54401,300
54402,Mid-grade Hydra Epsilon,54402,300
54403,Mid-grade Hydra Omega,54403,300
54404,Low-grade Hydra Alpha,54404,300
54405,Low-grade Hydra Beta,54405,300
54406,Low-grade Hydra Gamma,54406,300
54407,Low-grade Hydra Delta,54407,300
54408,Low-grade Hydra Epsilon,54408,300
54409,Low-grade Hydra Omega,54409,300
33647,Stabber Nefantar Edition,33647,26
33649,Stabber Krusual Edition,33649,26
33651,Thorax Aliastra Edition,33651,26
33653,Thorax Inner Zone Shipping Edition,33653,26
33655,Punisher Kador Edition,33655,25
3618,Capital Remote Shield Booster II,3618,41
33657,Punisher Tash-Murkon Edition,33657,25
33659,Merlin Nugoeihuvi Edition,33659,25
33661,Merlin Wiyrkomi Edition,33661,25
33663,Rifter Nefantar Edition,33663,25
28203,Light Shield Maintenance Bot II,28203,640
33665,Rifter Krusual Edition,33665,25
33667,Incursus Aliastra Edition,33667,25
28207,Medium Shield Maintenance Bot II,28207,640
33669,Incursus Inner Zone Shipping Edition,33669,25
33459,Republic Fleet Rapid Heavy Missile Launcher,33459,1245
28211,Garde II,28211,100
28215,Bouncer II,28215,100
21853,Civilian Armor Repairer,21853,62
21855,Civilian Expanded Cargohold,21855,765
21857,1MN Civilian Afterburner,21857,46
21867,Nova Heavy Assault Missile,21867,772
24489,Nova Rage Heavy Assault Missile Blueprint,24489,166
24616,Nova Javelin Heavy Assault Missile Blueprint,24616,166
50053,Inquest 'Hedone' Entanglement Optimizer WS-802,50053,740
50066,Inquest 'Hedone' Entanglement Optimizer WS-803,50066,740
10260,Amarr Factory Outpost Platform,10260,307
19758,Caldari Research Outpost Platform,19758,307
10257,Gallente Administrative Outpost Platform,10257,307
10258,Minmatar Service Outpost Platform,10258,307
21947,Structure Construction Parts,21947,536
21949,Structure Hangar Array,21949,536
21951,Structure Storage Bay,21951,536
21953,Structure Laboratory,21953,536
21955,Structure Factory,21955,536
21957,Structure Repair Facility,21957,536
21959,Structure Reprocessing Plant,21959,536
21961,Structure Docking Bay,21961,536
21963,Structure Market Network,21963,536
21965,Structure Medical Center,21965,536
21967,Structure Office Center,21967,536
21969,Structure Mission Network,21969,536
33702,'Magpie' Mobile Tractor Unit,33702,1250
52798,Basic 'Equality' Cerebral Accelerator,52798,303
11482,R.A.M.- Energy Tech,11482,332
33704,Medium Hull Maintenance Bot I,33704,640
33711,Medium Hull Maintenance Bot II Blueprint,33711,1144
591,Tormentor,591,25
33706,Light Hull Maintenance Bot I,33706,640
33713,Light Hull Maintenance Bot II Blueprint,33713,1144
593,Tristan,593,25
11378,Nemesis Blueprint,11378,105
33708,Heavy Hull Maintenance Bot II,33708,640
33710,Medium Hull Maintenance Bot II,33710,640
77398,'Atgeir' Explosive Disruptive Lance,77398,588
597,Punisher,597,25
11366,Vengeance Blueprint,11366,105
11394,Retribution Blueprint,11394,105
77399,'Azmaru' Electromagnetic Disruptive Lance,77399,588
33712,Light Hull Maintenance Bot II,33712,640
77400,'Steel Yari' Kinetic Disruptive Lance,77400,588
599,Burst,599,25
40302,Scalpel Blueprint,40302,105
77401,'Sarissa' Thermal Disruptive Lance,77401,588
600,Minmatar Peacekeeper Ship,600,25
54731,Skybreaker,54731,25
54732,Stormbringer,54732,26
54733,Thunderchild,54733,27
54739,Small Vorton Projector I,54739,4060
54850,Small Vorton Projector II Blueprint,54850,4064
54754,Large Consortium Vorton Projector,54754,4060
602,Kestrel,602,25
12031,Manticore Blueprint,12031,105
54740,Small Compact Vorton Projector,54740,4060
54741,Small Scoped Vorton Projector,54741,4060
54742,Small Vorton Projector II,54742,4060
54743,Small Consortium Vorton Projector,54743,4060
54745,Medium Vorton Projector I,54745,4060
54855,Medium Vorton Projector II Blueprint,54855,4064
54746,Medium Compact Vorton Projector,54746,4060
54747,Medium Scoped Vorton Projector,54747,4060
54748,Medium Vorton Projector II,54748,4060
54749,Medium Consortium Vorton Projector,54749,4060
54750,Large Vorton Projector I,54750,4060
54860,Large Vorton Projector II Blueprint,54860,4064
54751,Large Compact Vorton Projector,54751,4060
54752,Large Scoped Vorton Projector,54752,4060
54753,Large Vorton Projector II,54753,4060
54769,GalvaSurge Condenser Pack S,54769,4062
54884,ElectroPunch Ultra S Blueprint,54884,4066
54770,MesmerFlux Condenser Pack S,54770,4062
54885,StrikeSnipe Ultra S Blueprint,54885,4066
54771,BlastShot Condenser Pack S,54771,4062
54884,ElectroPunch Ultra S Blueprint,54884,4066
54772,SlamBolt Condenser Pack S,54772,4062
54885,StrikeSnipe Ultra S Blueprint,54885,4066
54773,GalvaSurge Condenser Pack M,54773,4062
54886,ElectroPunch Ultra M Blueprint,54886,4066
54774,MesmerFlux Condenser Pack M,54774,4062
54887,StrikeSnipe Ultra M Blueprint,54887,4066
54775,BlastShot Condenser Pack M,54775,4062
54886,ElectroPunch Ultra M Blueprint,54886,4066
54776,SlamBolt Condenser Pack M,54776,4062
54887,StrikeSnipe Ultra M Blueprint,54887,4066
54777,GalvaSurge Condenser Pack L,54777,4062
54888,ElectroPunch Ultra L Blueprint,54888,4066
54778,MesmerFlux Condenser Pack L,54778,4062
54889,StrikeSnipe Ultra L Blueprint,54889,4066
54779,BlastShot Condenser Pack L,54779,4062
54888,ElectroPunch Ultra L Blueprint,54888,4066
54780,SlamBolt Condenser Pack L,54780,4062
54889,StrikeSnipe Ultra L Blueprint,54889,4066
54973,Vorton Tuning System I,54973,4067
54876,Vorton Tuning System II Blueprint,54876,4069
